Section data name;Section Widget id;Text Sub id;Text
Behemoth;50;0;Behemoth
Archeosaurus;51;0;Archeosaurus
Archeosaurus;51;1;{Quistis}“Ah! Archeosaurus!!!”
Archeosaurus;51;2;“{Squall} fai attenzione, è molto forte!”
Archeosaurus;51;3;“Se non ce la fai a sconfiggerlo, scappa!”
Archeosaurus;51;4;{Quistis}“Ah! Archeosaurus!!!”
RubRumDragon;52;0;RubRumDragon
Grendell;53;0;Grendell
Vysage;54;0;Vysage
Kyactus;55;0;Kyactus
Kyactus;55;1;Fuga......
Kyactus;55;2;Fuga......
Tomberry;56;0;Tomberry
Tomberry;56;1;Tomberry è caduto......
Tomberry;56;2;Tomberry è caduto......
Kwaul;57;0;Kwaul
FungOngo;58;0;FungOngo
Galkimasela;59;0;Galkimasela
Koyokoyo;60;0;Koyokoyo
Koyokoyo;60;1;“Datemi un Elisir!”
Koyokoyo;60;2;“Ancora Elisir, vi prego!”
Koyokoyo;60;3;“Grazie!”
Koyokoyo;60;4;“Ahhhh......”
Ifrid;61;0;Ifrid
Ifrid;61;1;{Squall} “Magie elem. Fuoco non vanno?”
Ifrid;61;2;{Quistis} “Sembra proprio di no!”
Ifrid;61;3;“Non male per un essere umano.”
Ifrid;61;4;“Possedete il potere di {Shiva}!”
Ifrid;61;5;“Sconfitto da un umano...impossibile!”
Ifrid;61;6;“Avevo sottovalutato {Shiva}.”
Ifrid;61;7;“D'accordo, il mio potere sarà con voi!”
Ifrid;61;8;“Impertinenti umani!”
Minotaurus;62;0;Minotaurus
Minotaurus;62;1;Minotaurus “Fratello, ora tocca a te......”
Minotaurus;62;2;Minotaurus “Ho perso.”
Minotaurus;62;3;Minotaurus “Siete forti.”
Minotaurus;62;4;Minotaurus “Bene, vi seguiremo!”
Seclet;63;0;Seclet
Seclet;63;1;Seclet “Siete molto forti!”
Seclet;63;2;Seclet “Fratello, mi hanno sconfitto......”
Seclet;63;3;Seclet “Noi......potenti guardiani, sconfitti!?”
Seclet;63;4;Seclet “Maledizione......vi seguiremo!”
Cp commando;64;0;Cp commando
Cp commando;64;1;“È arrivato il momento di fare sul serio.”
Cp commando;64;2;“Come osate!?”
Cp commando;64;3;“Ma questi......sono quelli del Garden!?”
Cp commando;64;4;“Attaccate il più debole!”
Cp commando;64;5;“Attacchiamoli con le magie!”
Cp commando;64;6;“È arrivato il momento di fare sul serio.”
Cerberus;65;0;Cerberus
Cerberus;65;1;{Squall} “Anche Galbadia usa i G.F.?”
Cerberus;65;2;{Quistis} “Anche Galbadia usa i G.F.?”
Cerberus;65;3;{Zell} “Questi li possono usare i G.F.?”
Cerberus;65;4;{Selphie} “È questo un......GIEFFE?”
Cerberus;65;5;{Irvine} “Non lo sapevo mica!”
Cerberus;65;6;{Rinoa} “Questo......è un G.F.?”
Cerberus;65;7;{Squall} “Mah......prendiamocelo!”
Cerberus;65;8;{Quistis} “Prendiamolo noi!”
Cerberus;65;9;{Zell} “Questo ce lo becchiamo noi!”
Cerberus;65;10;{Selphie} “E allora è......NOSTRO!!!”
Cerberus;65;11;{Irvine} “Forse non lo usa nessuno.”
Cerberus;65;12;{Rinoa} “G.F. dacci il tuo potere!”
Cerberus;65;13;Cerberus “SIETE MOLTO SICURI DI VOI.”
Cerberus;65;14;Cerberus “VEDIAMO COSA SAPETE FARE!”
Cerberus;65;15;Cerberus “VEDIAMO IL VOSTRO POTERE!”
Cerberus;65;16;Cerberus “NIENTE MALE, MORTALI!”
Diablos;66;0;Diablos
Diablos;66;1;“Quale creatura disturba il mio sonno?”
Diablos;66;2;“Questo lungo sonno mi ha indebolito......?”
Bahamut;67;0;Bahamut
Bahamut;67;1;“Il mio nome è......Bahamut!”
Bahamut;67;2;{Squall} “Il possente G.F.......Bahamut...”
Bahamut;67;3;{Zell} “Il possente G.F.......Bahamut...”
Bahamut;67;4;{Quistis} “Il possente G.F.......Bahamut...”
Bahamut;67;5;{Selphie} “Il possente G.F.......Bahamut...”
Bahamut;67;6;{Irvine} “Il possente G.F.......Bahamut...”
Bahamut;67;7;{Rinoa} “Il possente G.F.......Bahamut...”
Bahamut;67;8;Bahamut “......G.F.......Io?”
Bahamut;67;9;Bahamut “Usare i miei poteri......”
Bahamut;67;10;Bahamut “Temibili umani!”
Bahamut;67;11;Bahamut “Trovaste la vostra risposta?”
Bahamut;67;12;“Il mio nome è......Bahamut!”
Hisari centrale;68;0;Hisari centrale
Hisari centrale;68;1;Norg “BUJU RULU RURU......”
Hisari centrale;68;2;Norg “BLU, GIALLO, ROSSO.”
Hisari centrale;68;3;Norg “ROSSO... MAGIA.”
Hisari centrale;68;4;Norg “ATTACCHI MAGICI”
Hisari centrale;68;5;Norg “QUANDO È ROSSO”
Hisari centrale;68;6;Norg “BUJU RULU RURU......”
Impiegato;69;0;Impiegato
Impiegato;69;1;“Mostri, attaccateli!”
Impiegato;69;2;“Norg è il vero dominatore del Garden!”
Impiegato;69;3;“Andate, miei mostri!”
Impiegato;69;4;“Fermateli.”
Impiegato;69;5;“Questo Garden appartiene a Norg!”
Impiegato;69;6;“Anche qua, i SeeD!?”
Impiegato;69;7;“Voi siete gli alleati del preside!”
Impiegato;69;8;“Chi si oppone a Norg deve morire!”
Impiegato;69;9;“Assaggerete la furia dei miei mostri!”
Impiegato;69;10;“Mostri, attaccateli!”
Odino;70;0;Odino
Odino;70;1;Odino “Splendidi cavalieri o stolti umani!”
Odino;70;2;Odino “La mia spada sarà vostra.”
Odino;70;3;Odino “Voi avete cercato il mio aiuto”
Odino;70;4;Odino “e io ve lo darò!”
Odino;70;5;Odino “Il vostro destino è compiuto...”
Odino;70;6;Odino “CADETE SOTTO LA MIA SPADA!”
Sold. G;71;0;Sold. G
Sold. G;71;1;“Questi sono i rinforzi richiesti da Dollet!?”
Sold. G;71;2;“Sono dei ragazzini...!”
Sold. G;71;3;“Sono loro i guerrieri del Garden?”
Sold. G;71;4;“Sono davvero loro l'esercito SeeD?”
Sold. G;71;5;“Ahhh...brucia...brucia!”
Sold. G;71;6;“Questi sono i rinforzi richiesti da Dollet!?”
Sold. scelto;72;0;Sold. scelto
Sold. scelto;72;1;“Non vi lascerò scappare!”
Sold. scelto;72;2;Comandante “Il motore è surriscaldato!”
Sold. scelto;72;3;Soldato2 “Cosa facciamo, comandante?”
Sold. scelto;72;4;Soldato1 “Il motore è messo proprio male!”
Sold. scelto;72;5;Comandante “Sistemateli e riparatelo!”
Sold. scelto;72;6;“Ahhhh...brucia...brucia!”
Wedge;73;0;Wedge
Wedge;73;1;Biggs “Maledizione! Questi sono forti!”
Wedge;73;2;Wedge “Aahhhhhh!”
Wedge;73;3;Wedge “Maggiore Biggs!”
Wedge;73;4;Wedge “Ha finito di riparare l'antenna?”
Wedge;73;5;Wedge “Cosa ci fanno dei nemici qui?”
Wedge;73;6;Biggs “Wedge, dove eri finito!”
Wedge;73;7;Biggs “Questo mese, la paga te la scordi!”
Wedge;73;8;Wedge “Nooo...dovevo starmene a casa!”
Biggs;74;0;Biggs
Biggs;74;1;Biggs “Preparatevi, stupidi ragazzini!”
Biggs;74;2;Biggs “Accidenti! Sono forti!”
Biggs;74;3;Wedge “Maggiore Biggs!”
Biggs;74;4;Wedge “Ha finito di riparare l'antenna?”
Biggs;74;5;Wedge “Cosa ci fanno dei nemici qui?”
Biggs;74;6;Biggs “Wedge, dove eri finito!”
Biggs;74;7;Biggs “Questo mese, la paga te la scordi!”
Biggs;74;8;Wedge “Nooo...dovevo starmene a casa!”
Biggs;74;9;Wedge “Maggiore, siamo nei guai!”
Biggs;74;10;Biggs “Non portare sfortuna!”
Biggs;74;11;Biggs “Ma...co-cosa!?”
Biggs;74;12;Biggs “Preparatevi, stupidi ragazzini!”
Pres. Deling;75;0;Pres. Deling
Pres. Deling;75;1;“SieTE......CadUTi......iN TrApPoLA!”
Pres. Deling;75;2;“UccIDeRe......LA......REsisTenZA......”
Pres. Deling;75;3;“DiVErTENTe......dIveRtentE”
Pres. Deling;75;4;“MwhaHaHaHa......”
Guardia;76;0;Guardia
Guardia;76;1;“Ehi, che accidenti stai facendo là?”
Guardia;76;2;“SeeD!!”
Guardia;76;3;“I SeeD sono scappati!”
Guardia;76;4;“Ehi, ho trovato i SeeD!”
Guardia;76;5;“SeeD, non ve ne andrete di qui!”
Guardia;76;6;“Ehi, che accidenti stai facendo là?”
Norg;77;0;Norg
Norg;77;1;Norg “MALEDIZIONE! I-TIRAPIEDI-DI-CID!”
Norg;77;2;Norg “QUESTO-È-IL-MIO-GARDEN!”
Norg;77;3;Norg “NON-FARETE-I-VOSTRI-COMODI!”
Norg;77;4;Norg “NOO-NON-CE-LA-FACCIO-PIÙ!”
Norg;77;5;Norg “MALEDETTI!”
Norg;77;6;Norg “MA-PERCHÉ...PERCHÉ...?”
Sold. Esthar;78;0;Sold. Esthar
Sold. Esthar;79;0;Sold. Esthar
Hisari dx;80;0;Hisari dx
Hisari sx;81;0;Hisari sx
Gunblade;82;0;Gunblade
Re Tomberry;83;0;Re Tomberry
Re Tomberry;83;1;Sembra un po' impaurito
Re Tomberry;83;2;“Scu-Scusate!”
Re Tomberry;83;3;Tomberry è ora un vostro alleato!
Re Tomberry;83;4;Sembra un po' impaurito
Gyaptus;84;0;Gyaptus
Gyaptus;84;1;Gyaptus è impaziente
Gyaptus;84;2;Gyaptus è impaziente
Seifer;85;0;Seifer
Seifer;85;1;Seifer “È la resa dei conti, {Squall}!”
Seifer;85;2;Seifer “No, non posso aver perso!”
Seifer;85;3;Seifer “Pensavate fossi morto, vero?”
Seifer;85;4;Seifer “Non morirò senza il mio sogno.”
Seifer;85;5;Seifer “{Squall}, ora vedrai!”
Seifer;85;6;Seifer “Non ci provare......!”
Seifer;86;0;Seifer
Seifer;86;1;Seifer “Vi distruggerò!”
Seifer;86;2;Seifer “Fatevi avanti, ragazzi!”
Seifer;86;3;Seifer “Vi darò una bella lezione!”
Seifer;86;4;Seifer “No, non ancora.”
Seifer;86;5;Seifer “Non può finire così!”
Seifer;86;6;Seifer “Pe-Perché non riesco a batterti!?”
Seifer;86;7;Seifer “{Squall}, sei pronto a morire?”
Seifer;86;8;Seifer “Inginocchiati davanti a me!”
Seifer;87;0;Seifer
Seifer;87;1;Seifer “Sono il cavaliere della strega!”
Seifer;87;2;“Non alzarete nemmeno un dito su Edea!”
Seifer;87;3;Seifer “Non posso più perdere!”
Seifer;87;4;Seifer “NOOO...!”
Seifer;87;5;Seifer “Io......sconfitto?”
Seifer;87;6;Seifer “Sono il cavaliere della strega!”
Edea;88;0;Edea
Edea;88;1;{Rinoa} “Tutti uniti ce la faremo!”
Edea;88;2;{Rinoa} “Combatterò insieme a te!”
Edea;88;3;{Irvine} “Anch'io! Per questo sono qui!”
Edea;88;4;Edea “Maledetti SeeD!”
Edea;88;5;Edea “Tutto qua ciò che sapete fare?”
Edea;88;6;Edea “Mi deludete......”
Edea;88;7;Edea “È la vostra fine......SeeD!”
Edea;88;8;Edea “Ragazzini impudenti!”
Propagetor;89;0;Propagetor
Ultima Weapon;90;0;Ultima Weapon
Herbia;91;0;Herbia
Herbia;91;1;{Zell} “E questo, chi diavolo è?”
Herbia;91;2;{Squall} “E questo!?”
Herbia;91;3;{Selphie} “Eh? Ma chi è?”
Herbia;91;4;{Zell} “E questo, chi diavolo è?”
X-ATMO92;92;0;X-ATMO92
X-ATMO92;92;1;{Zell} “Si è riparato da solo?”
X-ATMO92;92;2;{Squall} “......autoriparazione?”
X-ATMO92;92;3;{Selphie} “Ma che succede?”
X-ATMO92;92;4;{Zell} “Scappiamo fin che siamo in tempo.”
X-ATMO92;92;5;{Selphie} “Presto! Al punto di ritrovo!”
X-ATMO92;92;6;{Squall} “Ok, ritirata!”
X-ATMO92;92;7;Premere insieme {L2} e {R2} per fuggire
X-ATMO92;92;8;Riparazione... 20%
X-ATMO92;92;9;Riparazione... 40%
X-ATMO92;92;10;Riparazione... 60%
X-ATMO92;92;11;Riparazione... 80%
X-ATMO92;92;12;{Zell} “No, no, non di nuovo!”
X-ATMO92;92;13;{Squall} “Non la smette più......”
X-ATMO92;92;14;{Selphie} “BASTAAA!!!”
Shumelke;93;0;Shumelke
Shumelke;93;1;{Irvine} “Dobbiamo salvare {Rinoa}.”
Shumelke;93;2;{Irvine} “Ah, mi ero dimenticato di dirtelo.”
Shumelke;93;3;“Per la mia tecnica speciale, scegli le”
Shumelke;93;4;“munizioni e poi premi {R1} per sparare.”
Shumelke;93;5;“BANG! BANG!”
Shumelke;93;6;{Irvine} “Dobbiamo salvare {Rinoa}.”
Galganthur;94;0;Galganthur
Granaldh;95;0;Granaldh
Rarth;96;0;Rarth
Propagetor;97;0;Propagetor
Propagetor;98;0;Propagetor
Olimassa;99;0;Olimassa
Edea;100;0;Edea
Edea;100;1;Edea “Esseri inutili......”
Edea;100;2;Edea “I giochi sono finiti... Morirete SeeD!”
Edea;100;3;Edea “Ha...ha ha ha......”
Edea;100;4;”
BGH251F2;101;0;BGH251F2
BGH251F2;101;1;Comandante “Il cannone a raggi è pronto?”
BGH251F2;101;2;Soldato1 “Sissignore.”
BGH251F2;101;3;Comandante “Un altro colpo!”
BGH251F2;101;4;Soldato2 “Ricerca  bersaglio.”
BGH251F2;101;5;Soldato2 “Ahhh, Comandante!”
BGH251F2;101;6;Comandante “Non vi allarmate.”
BGH251F2;101;7;Soldato1 “Non riesco più a controllarlo!”
BGH251F2;101;8;Comandante “Cosa?”
BGH251F2;101;9;Comandante “Continuate ad attaccare!”
BGH251F2;101;10;Soldato2 “Comandante, scappiamo da qui.”
BGH251F2;101;11;Comandante “Non lasciate il carro ai nemici!”
BGH251F2;101;12;Comandante “Il cannone a raggi è pronto?”
BGH251F2;102;0;BGH251F2
BGH251F2;102;1;{Rinoa} “È qui!”
BGH251F2;102;2;{Zell} “È arrivato qualcosa di grosso!”
BGH251F2;102;3;{Irvine} “È una nuova arma.”
BGH251F2;102;4;{Quistis} “L'ultima arma di Galbadia!”
BGH251F2;102;5;{Squall} “Forza, attacchiamo!”
BGH251F2;102;6;{Rinoa} “È qui!”
Abadon;103;0;Abadon
Abadon;103;1;{Squall} “Un non-morto! Per distruggerlo...”
Abadon;103;2;“Magie e oggetti di recupero!”
Abadon;104;0;Abadon
Mobile type 8b;105;0;Mobile type 8b
Mobile type 8b;105;1;Sistema d'attacco Mobile Type ON
Mobile type 8b;105;2;Sistema d'attacco armi di supporto OFF
Mobile type 8b;105;3;Sistema d'attacco Mobile Type OFF
Mobile type 8b;105;4;Sistema d'attacco armi di supporto ON
Arma supp. sx;106;0;Arma supp. sx
Arma supp. dx;107;0;Arma supp. dx
Sold. parà;108;0;Sold. parà
Sold. parà;108;1;“Fateli fuori tutti!”
Sold. parà;108;2;{Quistis} “Non lo permetterò!”
Sold. parà;108;3;{Squall} “Non andrà ome credete voi!”
Sold. parà;108;4;{Irvine} “Fare fuori? Non stai esagerando!?”
Sold. parà;108;5;{Selphie} “No! Non ci riuscirete mai!”
Sold. parà;108;6;“Stupidi ragazzini!”
Dolmen;109;0;Dolmen
Dolmen;109;1;La magia che ha pietrificato il Dolmen è sparita
Dolmen;109;2;La magia che ha pietrificato il Dolmen è sparita
Alinyumen;110;0;Alinyumen
Propagetor;111;0;Propagetor
Adele;112;0;Adele
Adele;112;1;{Squall} “Prendete di mira solo Adele!”
Adele;112;2;{Zell} “Aiutiamo {Rinoa}!”
Adele;112;3;{Selphie} “Dobbiamo aiutare {Rinoa}!”
Adele;112;4;{Quistis} “Aiutiamo {Rinoa}!”
Adele;112;5;{Rinoa} “Ah......”
Adele;112;6;La magia è concentrata in Adele
{Rinoa};113;0;{Rinoa}
{Rinoa};113;1;{Rinoa} “Aaah......”
{Rinoa};113;2;{Rinoa} ......
{Rinoa};113;3;{Rinoa} “Aaah......”
{Rinoa};113;4;{Rinoa} “Aaah......”
{Rinoa};113;5;{Rinoa} “Aaah......”
{Rinoa};113;6;{Rinoa} “Aaah......”
Omega;114;0;Omega
Strega;115;0;Strega
Strega;115;1;Compressione temporale in corso......
Strega;115;2;Compressione temporale in corso......
Strega;116;0;Strega
Strega;117;0;Strega
Strega;117;1;5
Strega;117;2;4
Strega;117;3;3
Strega;117;4;2
Strega;117;5;1
Strega;117;6;5
UFO?;118;0;UFO?
Fujin;119;0;Fujin
Fujin;119;1;Fujin“ELLIONE, DOVE?”
Fujin;119;2;Fujin “RAIJIN, PREGO, RITIRIAMOCI!”
Fujin;119;3;Fujin “IO......SCONFITTA.”
Fujin;119;4;Fujin“ELLIONE, DOVE?”
Raijin;120;0;Raijin
Raijin;120;1;{Zell} “Te la farò pagare, Raijin!”
Raijin;120;2;Raijin “È il momento di fare sul serio!”
Raijin;120;3;Raijin “Ouuuch! Non male......”
Raijin;120;4;Raijin “Aahhh......bel colpo!”
Raijin;120;5;Raijin “Io non picchio le ragazzine!”
Raijin;120;6;Raijin “Mi state dando fastidio!”
Raijin;120;7;Raijin “Fujin, sono stato sconfitto.”
Raijin;120;8;Raijin “Forza Fujin!”
Raijin;120;9;Raijin “Fujin, ho perso anch'io!”
Raijin;120;10;{Zell} “Te la farò pagare, Raijin!”
Artemisia;121;0;Artemisia
Artemisia;121;1;“SCEGLI E MUORI!”
Artemisia;121;2;“Invocherò l'essere che ritieni più forte!”
Artemisia;121;3;“Sarai la causa della tua sofferenza!”
Artemisia;121;4;“HA HA HA HA!”
Artemisia;121;5;Inghiottiti nello scorrere del tempo......
Artemisia;121;6;“SCEGLI E MUORI!”
{Griever};122;0;{Griever}
{Griever};122;1;Inghiottiti nello scorrere del tempo......
{Griever};122;2;Le magie attirate negli abissi del tempo.
{Griever};122;3;La protezione dei G.F......distrutta!
{Griever};122;4;Artemisia “Temete di perdere la memoria?”
{Griever};122;5;“La crudeltà dei G.F. va oltre tutto ciò!”
{Griever};122;6;“Lasciate che vi mostri la vera paura.”
{Griever};122;7;“Il vero potere dei G.F.! {Griever}!”
{Griever};122;8;Inghiottiti nello scorrere del tempo......
 ;123;0; 
 ;123;1;“Le presentazioni sono finite!”
 ;123;2;“Ed ora, Junction a {Griever}.”
Artemisia;124;0;Artemisia
Artemisia;124;1;Inghiottiti nello scorrere del tempo......
Artemisia;124;2;Le magie attirate negli abissi del tempo.
Artemisia;124;3;La protezione dei G.F. è inutile!
Artemisia;124;4;“Le presentazioni sono finite!”
Artemisia;124;5;“Ed ora......Junction a {Griever}!”
Artemisia;124;6;“RGHAAH!!”
Helix;125;0;Helix
Artemisia;126;0;Artemisia
Artemisia;126;1;Inghiottiti nello scorrere del tempo......
Artemisia;126;2;“IO SONO ARTEMISIA.”
Artemisia;126;3;La protezione dei G.F. è stata distrutta.
Artemisia;126;4;“Comprimerò il tempo!”
Artemisia;126;5;“Negherò ogni forma d'esistenza.”
Artemisia;126;6;“Ci avete mai pensato?”
Artemisia;126;7;“Quando eravate bambini...”
Artemisia;126;8;“Le sensazioni di allora...”
Artemisia;126;9;“Le parole di allora...”
Artemisia;126;10;“Le emozioni di allora...”
Artemisia;126;11;“E quando diventate grandi...”
Artemisia;126;12;“Cosa vi rimane? Cosa buttate via?”
Artemisia;126;13;“Il tempo non aspetta.”
Artemisia;126;14;“Non importa quanto stretto lo teniate.”
Artemisia;126;15;“Il tempo fugge...”
Artemisia;126;16;“E...”
Seifer;127;0;Seifer
Seifer;127;1;“Tu mi hai consegnato la quarta......”
Seifer;127;2;“Sei stato tu......?”
Seifer;127;3;“Allora fai i conti con la mia spada!”
Seifer;127;4;“Assaggia questo!!”
Seifer;127;5;“UGH!!”
Seifer;127;6;“ERGWAHHHH!!”
Seifer;127;7;“Dove sarà? ......l'intervallo dimensionale!?”
Seifer;127;8;{Squall} “Odino...!?”
Seifer;127;9;Seifer “Credevi di potermi sconfiggere così?”
Seifer;127;10;Seifer “Forza, {Squall}, fatti avanti!”
Seifer;127;11;Seifer “Ho un'altra cicatrice per te.”
Seifer;127;12;Seifer “È forse......la fine?”
Slapper;128;0;Slapper
Slapper;128;1;“Mostriamogli lo spirito di Galbadia!”
Slapper;128;2;“Formazione G, andiamo!!”
Slapper;128;3;“Formazione M, partenza!!”
Slapper;128;4;“Roger!”
Ultra Might;129;0;Ultra Might
Ultra Might;129;1;“HaHaHa, ATtaCchI FisICi? InuTiLI!”
Ultra Might;129;2;“MaGIE dEl gENerE...riDiCOlE!”
Ultra Might;129;3;“Quei G.F....Una pErDitA dI TemPo!”
Ultra Might;129;4;“No...No, non posso sopportare Antima!”
Ultra Might;129;5;“{Diablos}! Mi hai sconfitto!”
Ultra Might;129;6;“HaHaHa, ATtaCchI FisICi? InuTiLI!”
Elnoyle;130;0;Elnoyle
Tiamath;131;0;Tiamath
Tiamath;131;1;D         
Tiamath;131;2;Da        
Tiamath;131;3;Dar       
Tiamath;131;4;Dark F    
Tiamath;131;5;Dark Fla  
Tiamath;131;6;D         
Catoplepas;132;0;Catoplepas
Catoplepas;132;1;“IO SONO CATOPLEPAS”
Catoplepas;132;2;“Cosa credete di fare voi, stolti umani,”
Catoplepas;132;3;“contro Catoplepas, signore dei fulmini!?”
Catoplepas;132;4;“IO SONO CATOPLEPAS”
Wedge;133;0;Wedge
Wedge;133;1;Wedge “A-Ahhh”
Wedge;133;2;Wedge “Era meglio non vedersela con questi!”
Wedge;133;3;Wedge “Non voglio essere degradato.”
Wedge;133;4;Wedge “Basta prendersela con noi!”
Wedge;133;5;Wedge “Ba-Basta!”
Wedge;133;6;Wedge è skizzato!
Wedge;133;7;Skizzato.
Wedge;133;8;Wedge “A-Ahhh”
Biggs;134;0;Biggs
Biggs;134;1;Biggs “Degradato per colpa vostra!”
Biggs;134;2;Biggs “Sono uno di seconda categoria ora!”
Biggs;134;3;Biggs “Ma avrò la mia vendetta!”
Biggs;134;4;Biggs “Abbiamo solo cominciato!”
Biggs;134;5;Biggs “Idiota, cosa stai facendo?”
Biggs;134;6;Biggs “Noo, mi degraderanno ancora......”
Biggs;134;7;Wedge “Eh? C-Che cosa ho fatto!?”
Biggs;134;8;Biggs “Degradato per colpa vostra!”
Fujin;135;0;Fujin
Fujin;135;1;Fujin “DECISIONE.”
Fujin;135;2;Fujin “AIUTARE SEIFER.”
Fujin;135;3;Fujin “CRUDELI.”
Fujin;135;4;Fujin “DECISIONE.”
Raijin;136;0;Raijin
Raijin;136;1;Raijin “Guarda, come previsto!”
Raijin;136;2;Fujin “......”
Raijin;136;3;Raijin “Ho...ho perso di nuovo......”
Raijin;136;4;Raijin “Niente male, {Squall}.”
Raijin;136;5;Raijin “Ecco perché sei il rivale di Seifer.”
Raijin;136;6;Raijin “Wow!”
Raijin;136;7;Raijin “Capisco perché Seifer vi teme.”
Raijin;136;8;Raijin “È tempo di fare sul serio!”
Raijin;136;9;Raijin “Preparatevi!!”
Raijin;136;10;Raijin “Non ci andrò leggero con voi!”
UFO?;137;0;UFO?
UFO?;138;0;UFO?
UFO?;139;0;UFO?
UFO?;140;0;UFO?
Gunblade;141;0;Gunblade
Gunblade;141;1;{Zell}“...The hell is this!?”
Gunblade;141;2;{Squall}“What the...”
Gunblade;141;3;{Selphie}“Ewww!  Nasty!”
Gunblade;141;4;{Zell}“...The hell is this!?”
Sold commando;142;0;Sold commando
Sold commando;142;1;“Comandante, sono troppo forti!”
Sold commando;142;2;“C-Comandante......”
Sold commando;142;3;“Ughhhh!”
Sold commando;142;4;“Avete intralciato i miei piani!”
Sold commando;142;5;“Non ve ne andrete vivi......”
Sold commando;142;6;“Comandante, sono troppo forti!”
