Section data name;Section Widget id;Text Sub id;Text
Kaktorius;83;0;Kaktorius
Kaktorius;83;1;Kaktorius hat Angst
Cifer;84;0;Cifer
Cifer;84;1;Cifer “Komm nur, {Squall}!”
Cifer;84;2;Cifer “Ich hab abgeloost!?”
Cifer;84;3;Cifer “Ihr dachtet wohl, ich wäre tot?”
Cifer;84;4;Cifer “So einfach gehe ich nicht drauf!”
Cifer;84;5;Cifer “Um Leben oder Tod!”
Cifer;84;6;Cifer “Uh, nicht schlecht...”
Cifer;85;0;Cifer
Cifer;85;1;Cifer “Die Monster-Jagd beginnt!”
Cifer;85;2;Cifer “Amateure!”
Cifer;85;3;Cifer “So macht's ein Profi!”
Cifer;85;4;Cifer “Scheiße...!”
Cifer;85;5;Cifer “Ich bin noch nicht fertig.”
Cifer;85;6;Cifer “Warum verliere ich gegen dich!?”
Cifer;85;7;Cifer “Sprich dein Gebet, {Squall}.”
Cifer;85;8;Cifer “Spüre die Macht des [Hexen-Ritters].”
Cifer;86;0;Cifer
Cifer;86;1;Cifer “Ich bin Edeas Hexen-Ritter.”
Cifer;86;2;“Niemand rührt Edea an!”
Cifer;86;3;Cifer “Ich darf nicht mehr verlieren.”
Cifer;86;4;Cifer “Uooh!!”
Cifer;86;5;Cifer “Ich..bin ein Hexen-Ritter...
Edea;87;0;Edea
Edea;87;1;{Rinoa} “Mit dir kann ich kämpfen!”
Edea;87;2;{Rinoa} “Ich kämpfe mit!”
Edea;87;3;{Irvine} “Ich muß was gutmachen.”
Edea;87;4;Edea “...SEEDS. Samen des Unheils.”
Edea;87;5;Edea “Das war alles?”
Edea;87;6;Edea “Wie erbärmlich...”
Edea;87;7;Edea “Es ist zu Ende.”
Edea;87;8;Edea “Verfluchte SEEDS!”
Propagator;88;0;Propagator
Ultima Weapon;89;0;Ultima Weapon
El Viole;90;0;El Viole
El Viole;90;1;{Zell} “Was{xba}n das für einer?”
El Viole;90;2;{Squall} “Was ist das?”
El Viole;90;3;{Selphie} “Was ist DAS denn?”
X-ATM092;91;0;X-ATM092
X-ATM092;91;1;{Zell} “Er hat sich selbst repariert!?”
X-ATM092;91;2;{Squall} “Hat er sich selbst repariert!?”
X-ATM092;91;3;{Selphie} “Was ist passiert?”
X-ATM092;91;4;{Zell} “Laßt uns bloß abhauen!”
X-ATM092;91;5;{Selphie} “Schnell zum Sammelpunkt!”
X-ATM092;91;6;{Squall} “Ok, weg hier.”
X-ATM092;91;7;Flucht ergrifen mit {L2} & {R2} gleichzeitig
X-ATM092;91;8;Reparatur 20%
X-ATM092;91;9;Reparatur 40%
X-ATM092;91;10;Reparatur 60%
X-ATM092;91;11;Reparatur 80%
X-ATM092;91;12;{Zell} “Nicht noch mal!!!”
X-ATM092;91;13;{Squall} “Es nimmt kein Ende...”
X-ATM092;91;14;{Selphie} “Bääh, ich will nicht mehr!”
Schmelke;92;0;Schmelke
Schmelke;92;1;{Irvine} “Wir müssen {Rinoa} retten!”
Schmelke;92;2;{Irvine} “Ach ja, nicht vergessen,”
Schmelke;92;3;“Beim [Shot] die Munition wählen.”
Schmelke;92;4;“Mit {R1} macht{xba}s PÄNG! PÄNG!”
Schmelke;92;5;“Alles klar~?”
Gargantur;93;0;Gargantur
Granaldo;94;0;Granaldo
Raldo;95;0;Raldo
Propagator;96;0;Propagator
Propagator;97;0;Propagator
Ölspucker;98;0;Ölspucker
Edea;99;0;Edea
Edea;99;1;Edea “Du Versager.”
Edea;99;2;Edea “Das Spiel ist aus!”
Edea;99;3;Edea “Ahhh...ahh...”
BGH251F2;100;0;BGH251F2
BGH251F2;100;1;Offizier “Strahlenkanone fertig!”
BGH251F2;100;2;Soldat 1 “Eye Sir!”
BGH251F2;100;3;Offizier “Nachladen!”
BGH251F2;100;4;Soldat 2 “Ziel ist erfaßt!”
BGH251F2;100;5;Soldat 2 “Wa-waahh, Sir!!”
BGH251F2;100;6;Offizier “Das war bloß ein Zylinder!”
BGH251F2;100;7;Soldat 1 “Sir! Die Steuerung ist futsch!”
BGH251F2;100;8;Offizier “Waaas!?”
BGH251F2;100;9;Offizier “Entfernt das Energie-Ventil!”
BGH251F2;100;10;Soldat 2 “Sir! Wir sollten lieber flüchten!”
BGH251F2;100;11;Offizier “Kommt gar nicht in Frage!!”
BGH251F2;101;0;BGH251F2
BGH251F2;101;1;{Rinoa} “Achtung, Leute!”
BGH251F2;101;2;{Zell} “Was ist denn das!?”
BGH251F2;101;3;{Irvine} “Ist das ne Geheimwaffe?”
BGH251F2;101;4;{Quistis} “Eine Infantrie-Waffe!”
BGH251F2;101;5;{Squall} “Im Schnelldurchlauf erledigen!”
Abadon;102;0;Abadon
Abadon;102;1;{Squall} “Das ist ein Untoter.”
Abadon;102;2;“Heilzauber und Items sind wirksam.”
Abadon;103;0;Abadon
Mobilwaffe BIS-8;104;0;Mobilwaffe BIS-8
Mobilwaffe BIS-8;104;1;Konter-Modus der Mobilwaffe: EIN
Mobilwaffe BIS-8;104;2;Konter-Modus der Hilfssysteme: AUS
Mobilwaffe BIS-8;104;3;Konter-Modus der Mobilwaffe: AUS
Mobilwaffe BIS-8;104;4;Konter-Modus der Hilfssysteme: EIN
Hilfssystem L;105;0;Hilfssystem L
Hilfssystem R;106;0;Hilfssystem R
Luftjäger;107;0;Luftjäger
Luftjäger;107;1;“Beseitigt jeden hier!”
Luftjäger;107;2;{Quistis} “Das lassen wir nicht zu!”
Luftjäger;107;3;{Squall} “Sonst noch Wünsche?”
Luftjäger;107;4;{Irvine} “Beseitigen? Wie schrecklich~!”
Luftjäger;107;5;{Selphie} “Das werdet ihr sein lassen~!”
Luftjäger;107;6;“Verdammte SEEDS...”
Dormen;108;0;Dormen
Dormen;108;1;Dormen ist nicht mehr versteinert!
Arinyumen;109;0;Arinyumen
Propagator;110;0;Propagator
Adell;111;0;Adell
Adell;111;1;{Squall} “Nur auf Adell zielen!”
Adell;111;2;{Zell} “Wir müssen {Rinoa} retten!”
Adell;111;3;{Selphie} “Wir retten {Rinoa}!”
Adell;111;4;{Quistis} “Wir holen {Rinoa} da raus!”
Adell;111;5;{Rinoa} “Aahhh...!”
Adell;111;6;Adell konzentriert die Magie.
{Rinoa};112;0;{Rinoa}
{Rinoa};112;1;{Rinoa} “Aaahhh...!”
{Rinoa};112;2;{Rinoa}......
{Rinoa};112;3;{Rinoa} “Aaahhh...!”
{Rinoa};112;4;{Rinoa} “Aaahhh...!”
{Rinoa};112;5;{Rinoa} “Aaahhh...!”
Omega Weapon;113;0;Omega Weapon
Hexe;114;0;Hexe
Hexe;114;1;Die Zeit wird weiter komprimiert...
Hexe;115;0;Hexe
Hexe;116;0;Hexe
Hexe;116;1;5
Hexe;116;2;4
Hexe;116;3;3
Hexe;116;4;2
Hexe;116;5;1
UFO?;117;0;UFO?
Fu-Jin;118;0;Fu-Jin
Fu-Jin;118;1;Fu-Jin “Ellione, wo?”
Fu-Jin;118;2;Fu-Jin “Rückzug.”
Fu-Jin;118;3;Fu-Jin “Niederlage...”
Rai-Jin;119;0;Rai-Jin
Rai-Jin;119;1;{Zell} “Mach dich fertig, Rai-Jin!”
Rai-Jin;119;2;Rai-Jin “Jetzt mal ein bißchen ernst.”
Rai-Jin;119;3;Rai-Jin “Das war mal nicht schlecht.”
Rai-Jin;119;4;Rai-Jin “Hmpf, das war{xba}s mal.”
Rai-Jin;119;5;Rai-Jin “Frauen schlage ich mal nicht.”
Rai-Jin;119;6;Rai-Jin “Mal reine Zeitverschwendung.”
Rai-Jin;119;7;Rai-Jin “Sorry, Fu-Jin. Ich bin mal K.O.”
Rai-Jin;119;8;Rai-Jin “Fu-Jin, bist du mal Ok?”
Rai-Jin;119;9;Rai-Jin “Fu-Jin, ich bin auch mal K.O.”
Artemisia;120;0;Artemisia
Artemisia;120;1;“Was ist für dich die absolute Macht?”
Artemisia;120;2;“Je stärker dein Wille,”
Artemisia;120;3;“...um so größer dein Schmerz.”
Artemisia;120;4;“Seht euch der Macht gegenüber!”
Artemisia;120;5;Vom Sog der Zeit verschlungen...
{Griever};121;0;{Griever}
{Griever};121;1;Vom Sog der Zeit verschlungen...
{Griever};121;2;Die Magie ist erloschen!
{Griever};121;3;Der Schutz der G.F. ist erloschen!
{Griever};121;4;Artemisia “Gedächtnisverlust?”
{Griever};121;5;“...davor habt ihr Angst?”
{Griever};121;6;“Zeig ihnen deine wahre Macht!”
{Griever};121;7;“Zeig es ihnen, {Griever}!”
 ;122;0; 
 ;122;1;Artemisia “Das Spiel ist aus!”
 ;122;2;“Ich werde {Griever} koppeln!”
Artemisia;123;0;Artemisia
Artemisia;123;1;Vom Sog der Zeit verschlungen...
Artemisia;123;2;Die Magie ist erloschen!
Artemisia;123;3;Der Schutz der G.F. ist erloschen!
Artemisia;123;4;Artemisia “Das Spiel ist aus!”
Artemisia;123;5;“Ich werde {Griever} koppeln!”
Artemisia;123;6;“Ughhh...”
Helix;124;0;Helix
Artemisia;125;0;Artemisia
Artemisia;125;1;Vom Sog der Zeit verschlungen...
Artemisia;125;2;“Ich bin Artemisia.”
Artemisia;125;3;Der Schutz der G.F. ist erloschen!
Artemisia;125;4;“Ich verschmelze die Zeit.”
Artemisia;125;5;“Ich verneine das Dasein.”
Artemisia;125;6;Artemisia “Erinnerungen...”
Artemisia;125;7;“aus ferner Kindheit.”
Artemisia;125;8;“Jenes Empfinden...”
Artemisia;125;9;“Jene Worte...”
Artemisia;125;10;“Jene Gefühle...”
Artemisia;125;11;“Mit dem erwachsen werden,”
Artemisia;125;12;“geht vieles verloren.”
Artemisia;125;13;“Die Zeit wartet nicht.”
Artemisia;125;14;“Man hält sie fest,”
Artemisia;125;15;“und doch zerrinnt sie.”
Artemisia;125;16;“Doch jetzt...”
Cifer;126;0;Cifer
Cifer;126;1;“Das vierte Schwert...”
Cifer;126;2;“Seid Ihr es etwa?”
Cifer;126;3;“Dann wehre er meine Klinge ab!”
Cifer;126;4;“Sei er bereit!!”
Cifer;126;5;“Ughh”
Cifer;126;6;“Gnaaaaahhhh!!”
Cifer;126;7;“Wo ist der Sog der Zeit?”
Cifer;126;8;{Squall} “Odin!?”
Cifer;126;9;Cifer “Dachtest du wohl?”
Cifer;126;10;Cifer “Komm her, {Squall}!”
Cifer;126;11;Cifer “Ich bin unbesiegbar!”
Cifer;126;12;Cifer “Warum...?”
Jason;127;0;Jason
Jason;127;1;“Macht euch bereit!”
Jason;127;2;“Formation G, los!”
Jason;127;3;“Formation M, und ab!”
Jason;127;4;“Verstanden!”
Wolframator;128;0;Wolframator
Wolframator;128;1;“Mit Waffen erreicht ihr nichts!”
Wolframator;128;2;“Dieser Zauber wirkt nicht!”
Wolframator;128;3;“Diese G.F. wirkt nicht!”
Wolframator;128;4;“Gegen Gravit bin ich machtlos!”
Wolframator;128;5;“{Diablos}!? Das halte ich nicht aus!”
El Noire;129;0;El Noire
Tiamat;130;0;Tiamat
Tiamat;130;1;Sc           
Tiamat;130;2;Scha         
Tiamat;130;3;Schatt       
Tiamat;130;4;Schatten     
Tiamat;130;5;Schattenhau  
Catblepus;131;0;Catblepus
Catblepus;131;1;“Ich bin Catblepus.”
Catblepus;131;2;“Ich herrsche über”
Catblepus;131;3;“das Donner-Element.”
Wedge;132;0;Wedge
Wedge;132;1;Wedge “Aua!”
Wedge;132;2;Wedge “Mit denen hat man nur Ärger.”
Wedge;132;3;Wedge “Ich hab die Schnauze voll!”
Wedge;132;4;Wedge “Wääh, das ist Mobbing!”
Wedge;132;5;Wedge “Ich mag nicht mehr!”
Wedge;132;6;Wedge dreht durch!
Wedge;132;7;Voll durchgedreht...
Biggs;133;0;Biggs
Biggs;133;1;Biggs “Ich bin degradiert worden!”
Biggs;133;2;Biggs “Vom Major zum Unteroffizier!”
Biggs;133;3;Biggs “Das werdet ihr mir büßen!”
Biggs;133;4;Biggs “Ich bin noch lange nicht fertig!”
Biggs;133;5;Biggs “Wa-was soll das, Vollidiot!”
Biggs;133;6;Biggs “Jetzt bin ich ein Gefreiter...”
Biggs;133;7;Wedge “Was habe ich getan!?”
Fu-Jin;134;0;Fu-Jin
Fu-Jin;134;1;Fu-Jin “Entschluß!”
Fu-Jin;134;2;Fu-Jin “Cifer helfen!”
Fu-Jin;134;3;Fu-Jin “Schande...”
Rai-Jin;135;0;Rai-Jin
Rai-Jin;135;1;Rai-Jin “Das hab ich doch gewußt.”
Rai-Jin;135;2;Fu-Jin “......”
Rai-Jin;135;3;Rai-Jin “Wieder mal verloren...”
Rai-Jin;135;4;Rai-Jin “Nicht mal schlecht, {Squall}!”
Rai-Jin;135;5;Rai-Jin “Du und Cifer...”
Rai-Jin;135;6;Rai-Jin “Mal wow!”
Rai-Jin;135;7;Rai-Jin “Cifer fürchtet dich.”
Rai-Jin;135;8;Rai-Jin “Wart{xba}s mal nur ab!”
Rai-Jin;135;9;Rai-Jin “Mach mal dein Testament!”
Rai-Jin;135;10;Rai-Jin “Heute gibt{xba}s mal keine Gnade!”
UFO?;136;0;UFO?
UFO?;137;0;UFO?
UFO?;138;0;UFO?
UFO?;139;0;UFO?
Gun-Blade;140;0;Gun-Blade
Gun-Blade;140;1;{Zell}“...The hell is this!?”
Gun-Blade;140;2;{Squall}“What the...”
Gun-Blade;140;3;{Selphie}“Ewww!  Nasty!”
Kommando;141;0;Kommando
Kommando;141;1;“Die sind wirklich stark!”
Kommando;141;2;“Si-Sir...”
Kommando;141;3;“Gnaaahh!”
Kommando;141;4;“Wagt es bloß nicht!”
Kommando;141;5;“Ihr kommt nicht lebend davon...”
